-0.139104 0.346295 -0.166579 0.13565 -0.203213 -0.0749944 -0.22153 -0.303956 -0.22153 -0.532918 -0.194055 -0.752721 -0.111628 -0.945049 0.0715412 -1 0.144809 -0.825989 0.163126 -0.606186 0.0715412 -0.45965 0.144809 -0.395541 0.227235 -0.230688 0.13565 -0.0841528 -0.0108851 -0.0017266 , 0 1 0 0 0
-0.0795168 1 -0.11299 0.815896 -0.154832 0.615056 -0.179937 0.414216 -0.188305 0.196639 -0.188305 -0.0293067 -0.154832 -0.230147 -0.0711485 -0.397514 0.0962185 -0.439356 0.163165 -0.255252 0.0711134 -0.11299 0.0962185 -0.0460434 0.196639 0.0794818 0.163165 0.246849 0.0376401 0.338901 , 0 1 0 0 0
-0.0170398 1 -0.0754904 0.742818 -0.157321 0.473945 -0.192392 0.205072 -0.239152 -0.0988706 -0.239152 -0.367743 -0.204082 -0.683376 -0.0871805 -0.893798 0.123242 -0.811968 0.170002 -0.543095 0.0764811 -0.309293 0.134932 -0.227462 0.275213 -0.0638003 0.134932 0.123242 -0.0638003 0.216762 , 0 1 0 0 0
-0.165659 1 -0.188515 0.737155 -0.222799 0.485739 -0.234227 0.165754 -0.234227 -0.0970906 -0.222799 -0.405647 -0.165659 -0.668492 -0.0285225 -0.862768 0.142898 -0.725632 0.234322 -0.519928 0.108614 -0.337079 0.177182 -0.234227 0.291462 -0.0399505 0.154326 0.108614 -0.0628065 0.177182 , 0 1 0 0 0
-0.144662 1 -0.205548 0.756455 -0.266434 0.500733 -0.302966 0.184124 -0.302966 -0.0959527 -0.254257 -0.400384 -0.132484 -0.656106 0.00146531 -0.826588 0.24501 -0.814411 0.318074 -0.583043 0.232833 -0.363852 0.147592 -0.266434 0.257188 -0.0594209 0.0745288 0.0745288 -0.120307 0.171947 , 0 1 0 0 0
-0.0817303 1 -0.120641 0.85992 -0.143988 0.680928 -0.15177 0.501937 -0.15177 0.315164 -0.15177 0.120608 -0.128424 -0.0506014 -0.0661658 -0.190682 0.0894788 -0.198464 0.159519 -0.0739481 0.167301 0.105043 0.0661321 0.190648 0.120608 0.237341 0.136172 0.354075 0.0194387 0.416333 , 0 1 0 0 0
-0.171464 0.771793 -0.184211 0.491365 -0.209704 0.249178 -0.222451 -0.0567434 -0.222451 -0.324424 -0.209704 -0.630345 -0.14597 -0.88528 0.0324836 -1 0.147204 -0.834293 0.185444 -0.592105 0.121711 -0.375411 0.198191 -0.311678 0.249178 -0.0822368 0.134457 0.0962171 -0.10773 0.134457 , 0 1 0 0 0
-0.186884 1 -0.167103 0.772514 -0.167103 0.545028 -0.176994 0.287869 -0.176994 0.0603832 -0.167103 -0.186884 -0.107759 -0.424261 0.0406018 -0.533059 0.15929 -0.374808 0.169181 -0.137431 0.0208203 -0.0187425 0.119727 0.00103894 0.208744 0.179072 0.109837 0.317541 -0.0484146 0.406558 , 0 1 0 0 0
-0.125567 1 -0.192565 0.691809 -0.259563 0.370218 -0.313162 0.0620272 -0.313162 -0.299762 -0.272963 -0.621353 -0.165766 -0.902745 0.102226 -0.969743 0.289821 -0.782148 0.236222 -0.514156 -0.0585693 -0.420359 0.182624 -0.299762 0.289821 -0.0451697 0.155825 0.182624 -0.112168 0.263021 , 0 1 0 0 0
-0.184411 1 -0.176011 0.831998 -0.176011 0.647197 -0.176011 0.479195 -0.176011 0.277593 -0.159211 0.101192 -0.10881 -0.0500098 -0.0248095 -0.159211 0.143192 -0.192811 0.193592 -0.0416097 0.151592 0.101192 0.117992 0.210393 0.168392 0.336394 0.117992 0.479195 -0.0164095 0.521196 , 0 1 0 0 0
-0.178392 0.764437 -0.245737 0.508527 -0.286144 0.212209 -0.313082 -0.0975779 -0.313082 -0.420834 -0.299613 -0.73062 -0.178392 -0.973062 0.0640499 -0.946124 0.252616 -0.771027 0.33343 -0.59593 0.104457 -0.47471 0.239147 -0.380427 0.319961 -0.124516 0.144864 0.023643 -0.137985 0.050581 , 0 1 0 0 0
0.0282395 1 -0.00748703 0.864239 -0.0646494 0.721333 -0.121812 0.585573 -0.164684 0.435521 -0.171829 0.278325 -0.164684 0.113983 -0.0646494 0.0496754 0.0996924 0.0568207 0.106838 0.185436 0.0353848 0.28547 0.164 0.306906 0.14971 0.442667 0.0854018 0.542701 -0.0289229 0.599863 , 0 1 0 0 0
-0.229525 0.540949 -0.24008 0.287643 -0.261189 0.0659993 -0.261189 -0.218971 -0.261189 -0.472278 -0.208416 -0.71503 -0.123981 -0.926119 0.0554448 -0.989446 0.203207 -0.873347 0.287643 -0.672812 0.160989 -0.535604 0.108217 -0.482832 0.203207 -0.303406 0.13988 -0.102872 -0.081763 -0.0606541 , 0 1 0 0 0
-0.0955448 1 -0.128743 0.817409 -0.161941 0.618219 -0.18684 0.427329 -0.203439 0.219839 -0.220039 0.0123498 -0.153642 -0.145342 0.0123498 -0.203439 0.111945 -0.0955448 0.145143 0.0455481 -0.00424939 0.120244 0.136844 0.170042 0.219839 0.311135 0.186641 0.477126 0.0455481 0.543523 , 0 1 0 0 0
-0.175307 1 -0.19905 0.738821 -0.234666 0.477641 -0.282153 0.216462 -0.317768 -0.0565888 -0.294025 -0.32964 -0.175307 -0.519588 0.062129 -0.578947 0.228334 -0.448358 0.275821 -0.187178 0.157103 -0.0091017 0.228334 0.0977444 0.323308 0.287693 0.145231 0.394539 -0.0922042 0.453898 , 0 1 0 0 0
0.429627 -0.97155 0.315826 -0.914649 0.194912 -0.964437 0.0953364 -0.914649 -0.0113522 -0.800848 -0.082478 -0.687047 -0.118041 -0.537683 -0.125153 -0.374093 -0.0113522 -0.295855 0.0597735 -0.402544 -0.00423965 -0.516345 -0.0753654 -0.637259 -0.132266 -0.765285 -0.182054 -0.893311 -0.246067 -1 , 0 0 1 0 0
0.423717 -0.932204 0.325789 -0.864408 0.182664 -0.841809 0.0546051 -0.811678 -0.0207238 -0.728816 -0.103586 -0.623355 -0.126184 -0.487763 -0.126184 -0.352171 -0.0131909 -0.299441 0.0546051 -0.397369 0.0244735 -0.540493 -0.0433225 -0.653487 -0.0885199 -0.789079 -0.156316 -0.887007 -0.224112 -0.992467 , 0 0 1 0 0
0.288675 -0.902126 0.185364 -0.885814 0.06574 -0.891251 -0.0212592 -0.820564 -0.0865086 -0.733565 -0.135446 -0.613941 -0.124571 -0.51063 -0.0321341 -0.450818 0.0983647 -0.44538 0.120114 -0.543254 0.06574 -0.641128 0.000490597 -0.739002 -0.0593213 -0.836877 -0.124571 -0.923876 -0.184383 -0.994563 , 0 0 1 0 0
0.305799 -0.984267 0.232381 -0.947558 0.122253 -0.947558 0.0121257 -0.942314 -0.0455602 -0.884628 -0.0560486 -0.779745 -0.0245836 -0.68535 0.0068815 -0.601443 0.0645674 -0.528024 0.022614 -0.606687 -0.0350719 -0.690594 -0.0822695 -0.769256 -0.118979 -0.858407 -0.166176 -0.921337 -0.20813 -0.989512 , 0 0 1 0 0
0.243359 -1 0.202815 -0.941436 0.126231 -0.914406 0.0631624 -0.833318 -0.00441146 -0.770249 -0.090005 -0.70718 -0.166589 -0.644111 -0.162084 -0.563022 -0.0855001 -0.526983 0.0136082 -0.526983 0.0406378 -0.612576 0.027123 -0.71619 -0.0134213 -0.797278 -0.0404509 -0.887377 -0.0809952 -0.959456 , 0 0 1 0 0
0.238073 -1 0.189711 -0.937129 0.0881503 -0.975819 0.0156069 -0.985491 -0.0424277 -0.92262 -0.0521002 -0.816224 -0.047264 -0.70499 -0.0134104 -0.613102 0.0591329 -0.559904 0.0591329 -0.646956 0.0204432 -0.724335 -0.0375915 -0.792042 -0.0956262 -0.854913 -0.158497 -0.92262 -0.197187 -1 , 0 0 1 0 0
0.25314 -0.952352 0.205493 -0.947587 0.119726 -0.971411 0.0530191 -0.918999 -0.0232175 -0.871351 -0.0899246 -0.823703 -0.118513 -0.747466 -0.113749 -0.647405 -0.0565711 -0.585463 0.0291952 -0.575933 0.03396 -0.671229 0.010136 -0.756996 -0.0327471 -0.837997 -0.0708655 -0.928528 -0.108984 -1 , 0 0 1 0 0
0.324386 -0.971701 0.22817 -0.915103 0.103655 -0.943402 0.0187587 -0.971701 -0.0434988 -0.869825 -0.100096 -0.76229 -0.111416 -0.632115 -0.111416 -0.479301 -0.00954014 -0.434023 0.0753564 -0.490621 0.0583771 -0.626455 0.0187587 -0.739651 -0.0491585 -0.824547 -0.128395 -0.920763 -0.207632 -0.99434 , 0 0 1 0 0
0.270149 -0.91656 0.19598 -0.898017 0.121811 -0.898017 0.0430057 -0.856297 -0.0589771 -0.805306 -0.105333 -0.735772 -0.128511 -0.647696 -0.114604 -0.541077 -0.0311636 -0.5179 0.0337346 -0.564255 0.029099 -0.666238 0.0105567 -0.75895 -0.0172568 -0.84239 -0.0543415 -0.921195 -0.0867905 -1 , 0 0 1 0 0
0.393508 -0.941667 0.276842 -0.90926 0.160176 -0.941667 0.0564735 -1 -0.0472295 -0.948149 -0.105562 -0.831483 -0.131488 -0.701854 -0.13797 -0.552781 -0.0601923 -0.468523 0.0823992 -0.462041 0.0629549 -0.585188 -0.00185943 -0.695373 -0.086118 -0.792594 -0.150932 -0.883334 -0.22871 -0.974074 , 0 0 1 0 0
0.338814 -0.946661 0.248138 -0.903989 0.141459 -0.87732 0.0507825 -0.813313 -0.0452281 -0.738638 -0.130571 -0.663963 -0.189244 -0.562618 -0.125237 -0.48261 -0.0398942 -0.423937 0.0401146 -0.466608 0.0401146 -0.589288 0.00277717 -0.685299 -0.0345603 -0.797311 -0.0825656 -0.898655 -0.119903 -0.994666 , 0 0 1 0 0
0.418632 -0.972047 0.327783 -0.909152 0.181028 -0.937105 0.104157 -0.951082 0.0412615 -0.839268 -0.0635634 -0.727455 -0.1614 -0.636607 -0.238272 -0.531782 -0.20333 -0.440933 -0.0845284 -0.399003 0.0202965 -0.45491 0.0133082 -0.601665 -0.0356101 -0.727455 -0.0775401 -0.881198 -0.112482 -1 , 0 0 1 0 0
0.379806 -0.918835 0.29323 -0.870136 0.195832 -0.918835 0.0876118 -0.870136 -0.0260193 -0.810615 -0.107184 -0.745683 -0.166705 -0.653696 -0.19376 -0.523832 -0.150472 -0.415612 -0.0260193 -0.410201 0.0118577 -0.523832 0.0010357 -0.648285 -0.0314303 -0.772738 -0.0747184 -0.880958 -0.0963624 -0.994589 , 0 0 1 0 0
0.324461 -1 0.23706 -0.946215 0.116043 -0.966384 0.00847302 -0.946215 -0.0520354 -0.852091 -0.105821 -0.757966 -0.12599 -0.630227 -0.078928 -0.50921 0.0219193 -0.448701 0.0757045 -0.515933 0.0420888 -0.63695 -0.0184196 -0.731074 -0.078928 -0.818475 -0.14616 -0.919322 -0.206668 -1 , 0 0 1 0 0
0.328508 -0.983112 0.249698 -0.904302 0.120225 -0.909932 0.0470446 -0.864897 -0.0317652 -0.7692 -0.121834 -0.667873 -0.183756 -0.566546 -0.166868 -0.437073 -0.0542823 -0.386409 0.0414154 -0.45959 0.0695617 -0.589063 0.0470446 -0.718536 -0.00361882 -0.825493 -0.0767994 -0.909932 -0.14998 -0.994371 , 0 0 1 0 0
0.740773 -0.972073 0.601139 -0.869675 0.359106 -0.851057 0.172927 -0.832439 -0.0225605 -0.711423 -0.208739 -0.571788 -0.366992 -0.404227 -0.404227 -0.190122 -0.273902 -0.0504874 -0.0691052 -0.0132516 0.0519111 -0.162195 0.0332932 -0.394918 -0.0597963 -0.590406 -0.143577 -0.795203 -0.208739 -0.990691 , 0 0 1 0 0
0.219918 -1 0.16041 -0.940492 0.0592461 -0.970246 -0.0359671 -0.922639 -0.119279 -0.845279 -0.178787 -0.756016 -0.13118 -0.672705 -0.0538195 -0.589393 0.029492 -0.512033 0.094951 -0.553688 0.094951 -0.690557 0.0651969 -0.791721 0.00568867 -0.886934 -0.071672 -0.946443 -0.166885 -0.994049 , 0 0 1 0 0
0.36857 -0.987995 0.302542 -0.921968 0.170487 -0.90396 0.0684448 -0.843935 -0.0275952 -0.7599 -0.123635 -0.675865 -0.189663 -0.56782 -0.20767 -0.44777 -0.11163 -0.393748 -0.0155902 -0.42376 0.0204248 -0.537808 0.0204248 -0.675865 -0.0215927 -0.78391 -0.0696127 -0.873948 -0.123635 -0.987995 , 0 0 1 0 0
0.335645 -0.97263 0.264484 -0.890521 0.155005 -0.885047 0.0400518 -0.885047 -0.0749013 -0.813885 -0.162485 -0.73725 -0.178906 -0.605875 -0.151537 -0.479974 -0.0639534 -0.414287 0.0455258 -0.441656 0.0619476 -0.567557 0.0455258 -0.698932 -0.0092138 -0.802938 -0.0749013 -0.885047 -0.107745 -1 , 0 0 1 0 0
0.331651 -0.92636 0.239601 -0.883404 0.110732 -0.90795 0.0248187 -0.846584 -0.0549576 -0.742261 -0.134734 -0.631802 -0.147007 -0.490659 -0.0917774 -0.374063 0.0248187 -0.331106 0.0677752 -0.435429 0.0616386 -0.588845 0.00027219 -0.680895 -0.0795041 -0.772944 -0.134734 -0.871131 -0.165417 -0.993863 , 0 0 1 0 0
0.143501 -1 0.100716 -0.957216 0.0229273 -0.953327 0.0307062 -0.871648 0.054043 -0.809417 0.0579324 -0.731627 0.0579324 -0.649949 0.0268168 -0.595496 -0.0198567 -0.552712 -0.082088 -0.529376 -0.132651 -0.544933 -0.113204 -0.611054 -0.0704197 -0.653838 -0.0237462 -0.688843 0.0345957 -0.700512 , 0 0 0 1 0
0.0342738 -1 -0.0427466 -0.983496 -0.0647524 -0.906475 -0.0317437 -0.829455 0.0232709 -0.77444 0.0782854 -0.708423 0.116796 -0.647907 0.111294 -0.548881 0.0562796 -0.499367 -0.0152393 -0.455356 -0.0867583 -0.47186 -0.0977612 -0.559883 -0.0537495 -0.6204 -0.00423642 -0.675414 0.0562796 -0.702921 , 0 0 0 1 0
0.227531 -1 0.142099 -0.986511 0.0611626 -0.959532 -0.00178775 -0.896582 0.00270871 -0.820142 0.0476732 -0.757192 0.0881413 -0.680752 0.0701555 -0.595319 -0.0152771 -0.563844 -0.10071 -0.536865 -0.177149 -0.550355 -0.141178 -0.631291 -0.0827239 -0.689745 -0.02427 -0.734709 0.0296874 -0.757192 , 0 0 0 1 0
0.0769664 -0.990254 0.0282349 -0.970761 -0.0351161 -0.941522 -0.0351161 -0.863552 0.00386914 -0.805074 0.0379812 -0.741723 0.0720933 -0.673499 0.0818396 -0.590655 0.0428543 -0.527304 -0.0351161 -0.502939 -0.0935939 -0.546797 -0.098467 -0.610148 -0.0497355 -0.654006 0.00874229 -0.692991 0.0720933 -0.717357 , 0 0 0 1 0
0.112975 -1 0.0631401 -0.97093 0.0174583 -0.94186 0.0174583 -0.858802 0.0506814 -0.800661 0.067293 -0.734215 0.0631401 -0.651157 0.0382227 -0.593017 -0.011612 -0.551488 -0.0739053 -0.539029 -0.107128 -0.588864 -0.102976 -0.659463 -0.0655995 -0.705145 -0.0157649 -0.730062 0.0548343 -0.742521 , 0 0 0 1 0
0.11432 -0.987043 0.0560121 -0.961128 -0.0282097 -0.935214 -0.0346883 -0.870428 0.0171405 -0.799163 0.0495335 -0.72142 0.0754479 -0.63072 0.0754479 -0.533541 0.0430549 -0.449319 -0.0152525 -0.403969 -0.0735599 -0.455797 -0.112432 -0.514105 -0.0994743 -0.598327 -0.0346883 -0.650155 0.0430549 -0.682548 , 0 0 0 1 0
0.0619874 -1 0.00390998 -0.991703 -0.0334255 -0.962665 -0.00853519 -0.917032 0.0246519 -0.8714 0.0495422 -0.821619 0.0619874 -0.76769 0.0619874 -0.701316 0.0288003 -0.655684 -0.016832 -0.6142 -0.0541675 -0.58931 -0.0624642 -0.647387 -0.0624642 -0.713761 -0.0292771 -0.746948 0.0246519 -0.76769 , 0 0 0 1 0
0.0441257 -1 -0.0189808 -0.959841 -0.0648764 -0.902472 -0.0132438 -0.845102 0.0326518 -0.776259 0.0613366 -0.690204 0.0785475 -0.609887 0.0728105 -0.506622 0.0211779 -0.443515 -0.0476655 -0.420568 -0.0992981 -0.4722 -0.0763503 -0.558255 -0.0419286 -0.632835 0.0326518 -0.667257 0.107232 -0.690204 , 0 0 0 1 0
0.0942924 -1 0.0610059 -0.966714 -0.0180494 -0.962553 -0.0679791 -0.94591 -0.0222102 -0.89598 0.015237 -0.837729 0.0443627 -0.775316 0.0651667 -0.700422 0.0610059 -0.621367 0.0235586 -0.579758 -0.0513359 -0.563115 -0.0887832 -0.613045 -0.0721399 -0.683779 -0.0305319 -0.729548 0.0277195 -0.750352 , 0 0 0 1 0
0.107495 -1 0.0474498 -0.91994 -0.07264 -0.939955 0.00741988 -0.873239 0.0808081 -0.793179 0.114166 -0.686432 0.114166 -0.552999 0.0741364 -0.446253 -0.00592343 -0.346178 -0.0926549 -0.279461 -0.159371 -0.346178 -0.132685 -0.472939 -0.0793116 -0.573014 -0.00592343 -0.646402 0.107495 -0.659746 , 0 0 0 1 0
0.154227 -0.995544 0.105206 -0.964348 0.0160766 -0.959892 0.00716368 -0.92424 0.0428155 -0.852936 0.0606414 -0.777176 0.0695544 -0.69696 0.047272 -0.630112 0.0116202 -0.567722 -0.046314 -0.518701 -0.108705 -0.487505 -0.1399 -0.563265 -0.0997918 -0.612287 -0.046314 -0.647938 0.0205331 -0.670221 , 0 0 0 1 0
0.0487605 -1 -0.0206938 -0.979164 -0.11793 -0.937491 -0.0623664 -0.854146 0.00014247 -0.770801 0.0418151 -0.68051 0.0695968 -0.576329 0.0765422 -0.458256 0.0834877 -0.340184 0.0209788 -0.270729 -0.0693119 -0.263784 -0.0832027 -0.381856 -0.0623664 -0.458256 0.0209788 -0.492983 0.132106 -0.51382 , 0 0 0 1 0
0.154237 -0.995191 0.0965247 -0.971144 0.0147663 -0.961525 -0.0477548 -0.93267 -0.0333269 -0.850911 0.00514766 -0.798009 0.0291943 -0.72106 0.0532409 -0.64411 0.0484315 -0.562352 -0.0140896 -0.533496 -0.0669921 -0.562352 -0.100657 -0.624873 -0.0766108 -0.692204 -0.0140896 -0.730678 0.0291943 -0.72106 , 0 0 0 1 0
0.0235898 -1 -0.0462004 -0.959289 -0.110175 -0.912762 -0.0694638 -0.837156 -0.00548945 -0.778998 0.0468532 -0.715023 0.0759325 -0.633601 0.0817483 -0.528916 0.0817483 -0.412599 0.0352215 -0.342809 -0.0345687 -0.342809 -0.0810955 -0.406783 -0.0520163 -0.494021 0.0119581 -0.546364 0.0817483 -0.581259 , 0 0 0 1 0
